Content,aspect_labels,sentiment_scores
easy to get vet appts they vets are very personable and are great about follow ups the customer service dept is quick to answer emails and resolves anything that comes up the website is a little hard to navigate but other then that its good,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
instant message is easy to use and friendly vets video zoom program is perfect when you cant get the pets to the vet because of heat or ailing joints annual subscription 1 or month pets in expensive inhouse pharmacy the rx mailed to the house,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
these people are crooks they get your 35 then bait u to spend more by lying i have a kitten with conjunctivitis and i scheduled a zoom meeting with a doctor she informed me my kitten needed terramyacin but she could not prescribe in the state of ga come to find out no prescription is needed in ga for this only ca dont waste your money  i got your response no vm was left how much is the terramyacin you claim you can ship including freight to 30041 zip code amazon has it direct from the terramyacin store for 2700 no perscription needed,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
gracie is 100 better thanks to dutch thousands of dollars and years of suffering has come to an end local vets never fixed the problem just kept charging hundreds for every visit and ineffective meds go dutch you wont be sorry,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
terrible kept advertising they could prescribe over video call and then after i signed up and paid they said that wasnt available in my state no one has responded to my request for refund either  very shady,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch is awesome our personal experience has been more than satisfactory dr moore who attended to us is an exceptional veterinarian she is thoughtful prompt compassionate caring genuine and a real professional we truly are grateful to have discovered dutch and we highly recommend them,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
these guys gave me my dog back after over 10000 of tests xrays and mris here in brooklyn i became fed up with the insistence on symptomatic testing without diagnosis or full treatment and tried dutch vet the online diagnosis finally narrowed in on a full treatment me enough meds to finally treat my dog properly until it cleared and hes 100 for the first time in years,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch has been head and shoulders above the traditional pet vet office  visit super friendly and helpful staff all around and dr chestnut is genuinely concerned helpful responsive and thoughtful i have the annual subscription which is literally a steal and this service is so valuable i am happy to be a small part of dutchs pioneerism in this space 1110 recommended  jason a,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
why is it i can never sign in this is the third time i needed a vet and cant get into the website when you click on contact usno one responds to the email total bs i really should get my money back someone should provide a phone number to get ahold of customer support,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
here in california where the vets can prescribe medication based on a video call it beat my 60 mile round trip office visit the 65 fee plus the avoidance of stress on the animal  i realize that personal vet visits are going to be necessary for some things but dutch just makes it too easy and affordable for all the times a vet visit isnt really necessary,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my dog has terrible allergies and is very fearful so taking him to the vet is hard found dutch and the reviews were good paid for the annual membership and then had a video call from a vet within the hour she was knowledgeable and sympathetic with my dilemma the problem was that arizona does allow them to prescribe medication if the animal hasnt been seen by a vet recently dutch could give me a month worth of medication but i would have to see a vet here in az for them to give me any more medication i should have just paid for a months membership but lesson learned they were very helpful and at least i will start him on the road to a more peaceful life they also suggested a sedative before seeing a vet so its easier on him,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
giovanni helped me with two key issues he was able to suspend the auto refills on my dogs medication one fill lasts three months so i did not want the refills in one month intervals and was able to apply the price match for the medication in a timely fashion this is quality customer service,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
dutch was super convenient for me and my fur baby saved me so much time since i didnt have to drive to my vet which is kind of far and was much less stressful for both of us definitely recommend for nonemergencies,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
pleasant and straight to the point dr hardin gave me detailed explanation and broke it down for me to easily understand,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr amy was great the process was quick and fairly easy for me the only thing im not exactly thrilled with was paying for quick shipping with the pharmacy and then the date changed from saturday to monday so just be aware of that before you pay for it everything else was great though and i will be back for anything else my dog needs,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i like the idea of the service  i dont like the choices to expedite my order  its 50 for overnight  or nothing so 1 day or 8 really,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
weve had a great experience over the past few months with dutch for our two cats who hate going to the vet last week one cat ate some garlic and we took her to a pet hospital but they said she was too dangerous to handle to get a blood sample from even on 3 sedatives we didnt really get much info other than them suggesting we take her for testing at our regular vet if we could  we booked a dutch call the next day and talked to a vet within a couple of hours he was so helpful and reassuring since she had no symptoms had likely eaten quite a bit less than the toxic amount and looked super playful on video he suggested we not stress her out with another vet visit unless symptoms showed up due to the way garlic toxicity works he told us how to check her gums and what to look for then sent a message so we had all the info written down she turned out to be totally fine and talking to him likely saved us hundreds of dollars in another vet trip for bloodwork they may not have even been able to get,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i was initially hesitant to use this company due to some negative reviews however my experience turned out to be excellent the doctor was punctual compassionate and knowledgeable despite my cat hiding under the bed we managed the situation by having my son place the phone and a flashlight under the bed the orders were placed quickly and although i paid for expedited mailing the medication initially expected on a saturday arrived the following monday this delay was due to the carrier and beyond dutchs control the medication which included a couple of syringes for administration cost about 60 for antibiotics and steroids as a single mom with tight finances i find this service invaluable for nonemergent conditions,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr scanlon was attentive and took the time to thoroughly understand my pets symptoms and history the consultation was smooth and efficient with clear communication and detailed explanations that were easy to understand it was really easy to order the meds did not urgently need the rx but was informed about local pickup for anything urgent dr scanlons professionalism expertise and compassionate approach made this a positive experience,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my visit was very easy and the doctor was pleasant efficient caring  and concerned thank you for this my dog thanks you too ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
awful experience set up first meeting with a vet for 6pm they sent several messages making sure i show up on time or will be charged a fee i got on the zoom at 555pm and waiting with no response for the appointment to start just me in the zoom waiting for the host to start for 20 minutes before i gave up messaging the vet was met with the same no response this is a scam they got the annual fee and then are not providing the services avoid if you really want to talk with a vet they just want the fees and then blow you off,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
got an appointment within hours vet was kind friendly and professional prescribed meds and sent to their pharmacy there the order sat for 3 days and after the second day i emailed and said since the order had not even been processed yet let alone sent out please cancel the prescription order because i can see my own vet now and get meds same day they ignored my email until the next day after which they said sorry we cant the order has been sent the email saying the order was sent came at the same time as the customer service email  so they just waited and sat on the email until they had sent it out so there was nothing that could be done they could have stopped it they chose not to not useful service if they cant get your pet the meds they need do not recommend sadly,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
i love this company my bengal cat brought a ringworm home and i knew it was a ringworm the moment i saw it when i called the vet they said that they cannot tell if thats a ringworm from just looking at it so they would have to test all sort of things which would cost me 900 plus more for the consultation plus more for the sedation since she can bite  i made an account on dutch  paid 100 for a year of free consultations whenever my cat needs it  and they consulted my cat same day through zoom video call wrote a prescription for free i just paid for the medicine with price matching and it was delivered within 2 days at my door love  and thank you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the doctor really cared about my dog and a few days after the visit she contacted me to see how she was doing this was a great five star experience,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch is allowing me to keep my 3 dogs because their vet care program and medication prices are affordable the vets on dutch that saw my dogs are professional efficient and kind my dogs necessary prescriptions through dutch save me 50 to 75 per cent from what i was paying before im so grateful we are now with dutch i highly recommend dutch to anyone who loves animals,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
this service is perfect for our needs we have a senior dog who has issues going to the vet so we kept putting it off when i found dutch we decided to try it out and im so happy we did i signed up on tuesday had an appointment on wednesday and didnt have to miss work talked to a super nice  knowledgable vet ordered his meds that night paid 50 for rush shipping and they were delivered by friday i was a little hesitant reading some of the reviews but if you can wait a few days for treatments to arrive this is a really great service,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch was so helpful when it came to figuring out the right plan of action for my dog stella who has major separation anxiety getting her to the vet is a nightmare and i have to take time off work my dutch vet was great and i was able to order stellas medication right then and there,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i definitely perused the internet for reviews of dutch when i found it in my desperate searching for virtual veterinary visits i have 5 dogs all rescues and all over the age of 7 needless to say i felt like i was driving 30 minutes to and 30 minutes from the vet every single week of my dang life and it was costing me more time energy and money than i had to give enter dutch dutch has probably already saved me close to 1000 since i joined 5 months ago all those little things that used to keep me rushing to and from the vet and bleeding cash just to walk in the door are now handled virtually from home on dutch ive already recommended it to multiple other pet owners and its overall a fantastic investment  heres the rub and the reason i didnt give 5 stars the prescription treatments when you go to your local vet they can either fill an rx treatment at their office or send it to to your pharmacy for sameday fulfillment dutch doesnt give that option so unless im given the option to pay to transfer the rx to my local pharmacy i have to wait days for a medication to arrive from the dutch pharmacy unless i want to spend 25 to rush it for example my dog has pink eye and ive had to wait for days for his medication to arrive which just isnt practical they need to make it easier to send rxs to a local pharmacy or get it here overnight without charging an arm and a leg i also think the vets are incentivized to prescribe more medications than are necessary since id imagine thats where the company makes its money so just use your judgement when they prescribe 1 medicine a couple supplements and an eye wash for pink eye,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch always goes above and beyond their customer service is superb and we have loved every vet we have had they have taken great care of our kitties and dogs and would highly recommend to all,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
instant easy when it comes to our fur babies for their health conditions their diets and also their maintenance highly recommended,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we signed up today for a 1 year plan for 92 it is advertised that they treat urinary health for cats well our cat has a uti and we were told they can do nothing and we have to go and make a vet appointment so now we are out 92 for nothing do not sign up for this service,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
this week i went to see my vet and left a message to see if they could help my fur baby with medication for her horrible inflamed skin and hot spots she was so miserable and i felt horrible needless to say 4 days later havent heard back the very day i went to the vet for some medication for my fu baby i found dutchcomthat sam night i was seen by a veterinarian on zoom and she helped me with getting my fur baby the medication she needs at a quarter of the price i would have to pay the vet and also could use after pay which allows payment and im paid for the whole year at the cost of 1 vet bill medication takes a couple days but thats a relief knowing its on the way very happy with this service so far,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the process was extremely easy the doctor was amazing very knowledgeable and caring the cost is very reasonable all around great experience will only use this service for my 4 fur babies from here on out,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thank you you have done do much in helping me care for my pets they do not have to be upset going to a vet when all they need is the medication to make them better from heart worm and ticks dribbling of urine now stopped with prion for my old dog cat who needs gabapentin and trazadone for dogs during fireworks all things that can be discussed with these wonderful online vets  thank you and my pets thank you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr was awesome she seemed to be very through,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i was very happy with the services provided by dr michaels lala did not have to leave the comfort of her home and neither did i when shes not feeling well we are the same quality vet care that we wouldve had at any outside clinic i feel this practically pays for itself because i have multiple dogs and the 92 fee for being a new member is well below what i would have to pay for all five of my dogs to see a vet when they need it thank you dutch for helping out my fur babies ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my dog had kennel cough which i didnt realize until friday at 5 pm and my vet was out on vacation until the following week instead of paying a fortune to see an emergency vet dutch saved the day they were able to evaluate my dog and send a prescription to costco so that i would not have to wait for delivery which could take up to a week was wonderful and not only took care of my pet but saved me a lot of money in the process this is an amazing option for pet owners,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i signed up for the 92 annual service and attempted to initiate a visit twice now ive received a message that there is no vet available at this time i strongly suspect that this service might be utilizing local vets in the area for this service that means that the service will be just as bad as any other attempt at services in our area we have a major shortage of vets and getting an appointment for any reason within a month is next to impossible it forces everything into emergency services at a very large fee since i attempted my visit requests during business hours i believe that is why i got the message that no one is available i couldnt even schedule a visit for later in the day when someone is available i cant say that my experience has been nice at all so i canceled the service renewal almost as fast as i got the message that no one is available just 92 down the drain  update the message you see for me to contact them is just for show i gave them my phone number but no one ever called further reinforces just how much of a rip off this company is even the email i got about scheduling an initial visit was filled with dead links to no where they look like link buttons but they dont activate anything they dont care that i lost 92 for a whole lot of nothing,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
jaimie was very knowledgeable and personable even tho our appt was only set for ten minutes she didnt rush and made sure i understood the plan she had for me,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch vets shows care for our fur baby easy to reach out you are a blessing thank you dutch vets and all who make up dutchcom,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my kitty suffers from anxiety and every time we need to take her to the vet there is at least a couple of days of prep with dutch she was at home lying down in the bed while i talked to the vet got her flea prescription without having to sedate her we loved it easy fast and convenient,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch is a wonderful thing to have if you have multiple pets we have multiple cats and they have been amazing for any times our cats have had any tummy issues when the cat herpes flares up for 2 of them and just any issue that may arise we had a rescue that needed treatment for ring worm and they were wonderful treating that each veterinarian i have spoke with and i have done many video calls has been wonderful and very knowledgeable and helpful i love that they have appointments all times of the day it is such a convenient and very affordable veterinarian service we always get medications within about 5 days and they always price match i am always recommending dutch to friends and family so we definitely recommend them to everyone else too,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very smooth and easy process my dog has anxiety which makes vet visits a challenge i was able to get help without putting my dog through any undue stress the vet was kind and helpful would highly recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we just rescued a new puppy shes 6 months old we have never had pet insurance for our pets in the past but we have spent so much money on our animals that this time we decided to sign up for pet insurance through dutch wish we knew about dutch sooner,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent company  before calling our local vet or going to an animal emergency hospital unless its a extremely obvious emergency we first do a virtual visit and see if its even necessary they can send over the medication if they need some or have it sent to your local costco really good service id like to see more pharmacies accept animal prescriptions besides costco pharmacy hopefully that will happen other than that they are literally same day which has been amazing we treat dutch like our local urgent care and its been amazing  ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch has been amazing for us we have 5 animals and as you can imagine its hard to get all 5 to the vet getting their flea and tick medication has been a breeze highly recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i had a great experience with dutch my appointment was quick the vmvet was personable and listened to the issue my pup was having and the perscriptions arrived fast,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
it is a quick and easy transaction very professional all 4 of my pets are getting great care,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very informative and helpful  we feel heard and our fur baby was helped,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i wish dutch was available in fl earlier the pandemic pet boom has made it difficult getting appointments even as an established patient dutch is such a blessing for our multi pet family prices at our regular vet kept skyrocketing with hidden charges and difficult scheduling that this experience has been the single best one ive had with veterinary care ever the annual membership is extremely reasonable and they have unlimited appointments veterinary telehealth is really at its infancy and i think there is so much room to grow given the dissatisfaction with in person vet care  i really hope the investment company behind this continues this quality and service our cat pumpkin had a fungal infection that 1 er hospital his regular vet and cat hospital failed to diagnose dutchs vets particularly dr smith were so much more understanding and respectful pumpkins veterinary bill has ballooned to over 15k that month and nothing was working  i cant express how incredibly grateful i am having signed up ive been telling my pet lover friends about this service every chance i get,"[1, 0, 0, 0, 0, 0]","[0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
i didnt have to take time off from work and i got to talk to a real vet i have taken my pet to the vet in the past for the same reason and it cost me 2200 at dutch it cost me less than 100 they are very helpful certified vets  the vet my pet had an appointment with through dutch was very friendly and asked a lot of questions to make sure she was treating him for the right reason i got his medicine just a few days from thier pharmacy and his ear infection has cleared up and he is doing great i would recommend dutch to anyone that has a dog or a cat  they are quick and friendly,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dutch us awesome i just joined recently and had to make my 1st appointment for my 4legged son rocky and with a baseball sized and painfull abcess on his neck the video appointment was within the hour and dr roy smith was awesome and absolutely cared about what his medical issue was he was professional polite and absolutely knew his profession and how to handle the abcess and possible causes he explained the treatments issued some prescriptions and i was able to pick them up at my local pharmacy that same day he even gave a few recommendations of a few things i coild go pick up myself to treat his pain and discomfort rockys doing great now infection going away and inflammation is down significantly  hes slowly getting into better conditions and becoming my happy boy again the ruud family couldnt be more pleased with how everything went with all the scams and bad service online nowadays i had to write a review about this new way to talk to a vet online that is affordable and professional not to mention it saved me about 1300 on a walkin appointment for rockys regular vet thank you dr smith and dutch for everything and will be adding my other children on my account soon stay blessed keep and up the great work,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the doctors are great its the time it takes to get the medicine my dog needed a antibiotic it took about five days the prescription was written for a certain quantity and i received less when i inquired i was told they would expedite the rest of the meds days went buy and i got another email saying that the order would be partially refunded but i had to text the doctor to get more meds i did that and the doctor sent out the prescription i placed my order a on august 11 it is now the sixteenth and they are telling me it wont be till the 22nd this is total bs my dog needed the correct amount the first time and all im getting is double talk shame on you for inflicting pain on my dog because you are so inept,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
great to have vet care in my own home she was attentive and caring and explained everything that we needed to do to help my dogs rashy skin,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i loved that we didnt have to stress out dog or cat by taking them in the car to a vet the dr could look at your pet and treat them with the antibiotic that they needed theyre doing so much better and will be using them again and again when needed,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
this is the best thing for any pet parent i have a 13yo morkie and ive used the service several times since signing up earlier this year all of my questions or concerns are promptly addressed and panda has been in great care with the team at dutch the doctors are all very knowledgeable and informative and my little guy has been thriving ever since it takes all the guess work out of caring for his health no more googling random symptoms and unnecessary freak outs and responses are nearly immediate i no longer have to wait days for appointment availability at local vet big shout out to dr abel gonzalez the most kind and helpful doctor who genuinely cares about pandas needs  appt availability are generally next day ive made about 6 in the last 5 months and every doc has been prompt and professional at each appointment i get all my prescriptions filled easily panda needs tacrolimus from a specialized sterile compounding pharmacy they were able to call that in for my online orders i was also able to fill his anxiety meds locally at walmart the turnaround time is about 1 2 days the subscription is an incredible value for the level of service i would 100 recommend this to everyone,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
update ariel from dutch contacted me and provided a refund for the issue she said the site shouldnt say saturday delivery on the predictor since they do not have weekend delivery at all even with rushed she admitted that it was a mistake that needed correcting ariel spoke with me promptly after my view i forgot to provide this update for weeks but i wanted to let readers know i changed my 1 star to a 4 for services rendered  this company sucks the vet very nice gave me the prescription that i needed for my pet great until i had to use their crappy pharmacy i ordered the medication thursday evening paid 25 for rush shipping that clearly stated it would be delivered on saturday my dog needs his medication asap so of course i paid they waited until friday night to ship it and it says monday delivery that isnt what i paid for this place is a scam i want my money back i could have just taken the script to a real pharmacy stop having your own pharmacy services and give me my money my dog cant wait until monday and that isnt what i paid for,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
signing up for dutch was the best decision we could have made we have two goldens that are a handful and its hard to get them to the vet with dutch we can easily take care of their routine checkups get flea and tick meds and not have to worry about taking time off work to get them to the vet love it,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
love being able to keep my dog home  video chat with a veterinarian she knew right away what was wrong with him  prescribed what was necessary,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vet was patient and knowledgeable and made sure that i understood her instructions so i could best address my sweet dogs issue and get her better,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
if i could give zero stars i would biggest scam company ive ever wasted my money on i joined because i needed bravecto for my dogs and couldnt get in to see a vet for weeks and it was urgent as they had fleas i paid 92 for the subscription for the vet services and then paid 200 for 3 orders of bravecto for my 3 dogs as well as purchasing rushed shipping they sent only 1 so i asked that the others be sent asap for my 2 other dogs then they charged me for 3 orders of bravecto for a 9lb dog my dogs are 72lbs and two of them are 95lbs its very clear on my order and their profile then they charged me again 86 to replace one of the orders that i hadnt received why am i being charged to replace an order that was never sent to me that i already paid for so now i paid for an item twice and havent even received it once this company is a scam their customer service is beyond incompetent theyll tell you theyre refunding you but they wont so now i have to file a dispute with my bank and change my card info so these scam artists dont charge me anymore so not fall for this bs scam,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
dutch vets had same day availability and i was able to get norm treatment quickly  great service and hes already back to his old self very grateful,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the process is easy affordable and the care was quality,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
these appointments are not only extremely convenient they are always handled with both professionalism and expertise   thank you for providing such compassionate and affordable service for my furfamily,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
everything about my appointment was great but just the absence of stress alone for my dog made this well worth it,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
im disabled and unable to drive the money this has saved me on doctors appointments is unmatched,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr skelton is the best he is warm and compassionate he comes up with the best therapy plan that works ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
friendly vet great customer service i wish i wouldve known about this site sooner,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
my appointments was great and the veterinarian follows up with messages according to your pets appointments and needs im very happy with them,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
100 change im leaving my original review below in case someone else experiences same problem after scheduling new appointment i have met a new vet dr stephanie a weckei she assured me that she will call me back if we get disconnected we did not she listened to my prior day experience and what my cats needs were also informed me of her concerns dr stephanie told me that this is first time she heard of this problem with their system in few years working at dutchcom she was also going to report this issue to support i really hope this gets fixed for others as this company almost lost a client and possible others including future referrals i got meds an hour later for my cat from local cvs with extensive detailed instructions now i hope my senior cat gets better quickly  prior experience if you care to read it i have paid year subscription knowing that i have 3 pets one of my cats needs furosemide daily i was forced by website automation to pay for subscription before being able to schedule video talk with their vet to order this medication vet seem to be very nice and knowledgeable and she have realized that our cat needs this medication without delay so she offered to contact local walgreens with prescription we provided walgreens contact number unfortunately our video call dropped before we finalized all information exchange after checking our dutchcom account no notes or prescription was noted on our account we have contacted local walgreens and after long delay we were told that there is no prescription or no contact was made with their system to submit prescription we have sent message to system following the zoom call with no response we have scheduled another appointment for our other cat different problems and asked for followup on first call awaiting the response their system seem to be setup with lack of accountability and lack of ability to contact vet we met over zoom when we were home,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
only company online after searching forever that had a vet was able to prescribe and had a pharmacy not to mention the great pricethe vet visit was great also,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
stay away from this company big mistake signing up scam,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my cat is now 3 years old and had gotten her second uti i swear i am not a bad parent her sister never gets these and i guess she is just prone to them the first two times were extremely stressful because i had to keep her overnight at the local vets because they were not able to extract the urine each time it was around 200400 it ended up coming back 4 months later because i had switched her food up regardless my anxiety spiked knowing i would have to take her through all of that and decided to try dutch instead i was able to obtain a vet appointment on a sunday at 6pm which i just signed up 3 hours prior when normally all vets are closed and booked up i explained to her my cats symptoms and within minutes she prescribed me the same medicine my local vet did i paid for overnight shipping so it came out to 60 this was all way cheaper and quicker and it allowed my cat to not be stressed through the process im so happy i found dutch it is like a virtual care for pets and its so modern and easy i was nervous at first but i am writing this to say definitely use dutch and skip the hassle and extra money sent by going to a local vet i did call my original vet the next day to say the exact same thing and what do you knowshe said she has to be taken in and get her urine extracted so it was exactly what i thought it would be and i am glad my instincts were right thank you dutch,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very easy to set up virtual appointment a trip to the vet with an anxious dog is too hard on him and me great products and prices and knowledgeable caring staff,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
